"TF","gene_name","n_files_with_binding","total_overlapping_peaks","cell_lines","file_accessions"
"KLF6","MICB",13,46,"HepG2; K562","ENCFF060XHO; ENCFF259LBW; ENCFF264SCG; ENCFF321NAD; ENCFF324CCI; ENCFF385CUC; ENCFF407YHS; ENCFF644KYH; ENCFF663UAG; ENCFF691KQK; ENCFF826UBD; ENCFF831YRJ; ENCFF855INH"
"KLF6","RAET1E",7,10,"HepG2; K562","ENCFF259LBW; ENCFF324CCI; ENCFF639DEG; ENCFF663UAG; ENCFF691KQK; ENCFF826UBD; ENCFF831YRJ"
"KLF6","RAET1G",6,8,"HepG2; K562","ENCFF259LBW; ENCFF385CUC; ENCFF663UAG; ENCFF691KQK; ENCFF719ZPW; ENCFF855INH"
"KLF6","RAET1L",5,6,"HepG2","ENCFF259LBW; ENCFF324CCI; ENCFF663UAG; ENCFF691KQK; ENCFF831YRJ"
"KLF6","ULBP1",12,16,"HepG2; K562","ENCFF060XHO; ENCFF128SLD; ENCFF259LBW; ENCFF264SCG; ENCFF321NAD; ENCFF385CUC; ENCFF639DEG; ENCFF644KYH; ENCFF691KQK; ENCFF719ZPW; ENCFF826UBD; ENCFF831YRJ"
"KLF6","ULBP2",6,6,"HepG2; K562","ENCFF060XHO; ENCFF259LBW; ENCFF321NAD; ENCFF639DEG; ENCFF831YRJ; ENCFF855INH"
"KLF6","ULBP3",11,29,"HepG2; K562","ENCFF175VJE; ENCFF259LBW; ENCFF321NAD; ENCFF324CCI; ENCFF385CUC; ENCFF644KYH; ENCFF663UAG; ENCFF691KQK; ENCFF826UBD; ENCFF831YRJ; ENCFF855INH"
"MAFF","MICA",14,28,"HeLa-S3; HepG2; K562","ENCFF058FWB; ENCFF203SSN; ENCFF214UAD; ENCFF283WGH; ENCFF357OHG; ENCFF389AAK; ENCFF432JOE; ENCFF454FVR; ENCFF648QBS; ENCFF700ZVY; ENCFF735OJR; ENCFF750CVD; ENCFF804CGG; ENCFF928RGF"
"MAFF","MICB",20,30,"HeLa-S3; HepG2; K562","ENCFF003CWL; ENCFF145POH; ENCFF163JVC; ENCFF169XOL; ENCFF175OAK; ENCFF283WGH; ENCFF357OHG; ENCFF389AAK; ENCFF432JOE; ENCFF492VYK; ENCFF507YIO; ENCFF510JMY; ENCFF554QCN; ENCFF575MOS; ENCFF611VKE; ENCFF648QBS; ENCFF700ZVY; ENCFF750CVD; ENCFF755LJZ; ENCFF997ZWI"
"MAFF","RAET1E",19,29,"HeLa-S3; HepG2; K562","ENCFF001VKJ; ENCFF003CWL; ENCFF145POH; ENCFF163JVC; ENCFF175OAK; ENCFF283WGH; ENCFF357OHG; ENCFF432JOE; ENCFF510JMY; ENCFF575MOS; ENCFF583NBG; ENCFF611VKE; ENCFF648QBS; ENCFF684ASX; ENCFF700ZVY; ENCFF735OJR; ENCFF750CVD; ENCFF755LJZ; ENCFF864KPF"
"MAFF","RAET1G",10,11,"HeLa-S3; HepG2; K562","ENCFF003CWL; ENCFF203SSN; ENCFF357OHG; ENCFF432JOE; ENCFF510JMY; ENCFF583NBG; ENCFF611VKE; ENCFF648QBS; ENCFF750CVD; ENCFF928RGF"
"MAFF","RAET1L",6,6,"HeLa-S3; HepG2; K562","ENCFF175OAK; ENCFF583NBG; ENCFF750CVD; ENCFF755LJZ; ENCFF864KPF; ENCFF928RGF"
"MAFF","ULBP1",10,14,"HeLa-S3; HepG2; K562","ENCFF003CWL; ENCFF283WGH; ENCFF357OHG; ENCFF432JOE; ENCFF583NBG; ENCFF648QBS; ENCFF735OJR; ENCFF750CVD; ENCFF755LJZ; ENCFF928RGF"
"MAFF","ULBP2",5,8,"HepG2; K562","ENCFF175OAK; ENCFF583NBG; ENCFF611VKE; ENCFF755LJZ; ENCFF864KPF"
"MAFF","ULBP3",27,50,"HeLa-S3; HepG2; K562","ENCFF001VKJ; ENCFF001VNQ; ENCFF002CUG; ENCFF003CWL; ENCFF145POH; ENCFF163JVC; ENCFF169XOL; ENCFF175OAK; ENCFF203SSN; ENCFF308IXJ; ENCFF357OHG; ENCFF492VYK; ENCFF507YIO; ENCFF554QCN; ENCFF575MOS; ENCFF583NBG; ENCFF611VKE; ENCFF613UIO; ENCFF645NAR; ENCFF684ASX; ENCFF735OJR; ENCFF750CVD; ENCFF755LJZ; ENCFF864KPF; ENCFF928RGF; ENCFF939XMX; ENCFF997ZWI"
"MAFG","MICA",15,41,"HepG2; K562","ENCFF166ADO; ENCFF271XRG; ENCFF280EDT; ENCFF393CCU; ENCFF421KPL; ENCFF458UTN; ENCFF493DXA; ENCFF513DQS; ENCFF571LUR; ENCFF652JKA; ENCFF703AYW; ENCFF748CBU; ENCFF914NRR; ENCFF918WGH; ENCFF984LWO"
"MAFG","MICB",14,30,"HepG2; K562","ENCFF166ADO; ENCFF271XRG; ENCFF280EDT; ENCFF393CCU; ENCFF421KPL; ENCFF513DQS; ENCFF638THQ; ENCFF652JKA; ENCFF703AYW; ENCFF748CBU; ENCFF865YCE; ENCFF914NRR; ENCFF918WGH; ENCFF921SVE"
"MAFG","RAET1E",5,8,"HepG2; K562","ENCFF166ADO; ENCFF421KPL; ENCFF638THQ; ENCFF656MRW; ENCFF703AYW"
"MAFG","RAET1G",8,14,"HepG2; K562","ENCFF166ADO; ENCFF271XRG; ENCFF513DQS; ENCFF580BFZ; ENCFF656MRW; ENCFF703AYW; ENCFF748CBU; ENCFF914NRR"
"MAFG","RAET1L",5,5,"HepG2; K562","ENCFF271XRG; ENCFF580BFZ; ENCFF703AYW; ENCFF748CBU; ENCFF918WGH"
"MAFG","ULBP1",9,12,"HepG2; K562","ENCFF271XRG; ENCFF421KPL; ENCFF580BFZ; ENCFF638THQ; ENCFF703AYW; ENCFF748CBU; ENCFF865YCE; ENCFF914NRR; ENCFF918WGH"
"MAFG","ULBP2",2,3,"K562","ENCFF271XRG; ENCFF748CBU"
"MAFG","ULBP3",7,14,"K562","ENCFF271XRG; ENCFF421KPL; ENCFF638THQ; ENCFF703AYW; ENCFF748CBU; ENCFF921SVE; ENCFF927JBT"
"MAFK","MICA",39,65,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF006QFD; ENCFF123SPG; ENCFF129FEV; ENCFF203FWR; ENCFF215LEX; ENCFF254FTP; ENCFF328BUR; ENCFF359VOP; ENCFF405ULY; ENCFF420ZOS; ENCFF426JQF; ENCFF429HAJ; ENCFF443MTV; ENCFF459PTW; ENCFF470INQ; ENCFF525DOE; ENCFF591MWE; ENCFF618XMB; ENCFF631VUG; ENCFF655JPA; ENCFF661ZJX; ENCFF665VSU; ENCFF780KTM; ENCFF805GTE; ENCFF813WJW; ENCFF835GLG; ENCFF876SRV; ENCFF883KWQ; ENCFF886KDA; ENCFF891TSI; ENCFF893SCL; ENCFF915SCX; ENCFF918TZK; ENCFF928TIZ; ENCFF956PMM; ENCFF966JUD; ENCFF982XOA; ENCFF986FPB; ENCFF994KMW"
"MAFK","MICB",29,54,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF001VNR; ENCFF015GTP; ENCFF067XYR; ENCFF072BMK; ENCFF092FFG; ENCFF203FWR; ENCFF215LEX; ENCFF254FTP; ENCFF328BUR; ENCFF420ZOS; ENCFF422YLS; ENCFF443MTV; ENCFF459PTW; ENCFF525DOE; ENCFF618XMB; ENCFF629FTW; ENCFF660EKS; ENCFF661ZJX; ENCFF700LQD; ENCFF742HOV; ENCFF796KTU; ENCFF805GTE; ENCFF825NAB; ENCFF887IBL; ENCFF891TSI; ENCFF910OBA; ENCFF918TZK; ENCFF966JUD; ENCFF982XOA"
"MAFK","RAET1E",42,59,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF001VKK; ENCFF001VKL; ENCFF002CUH; ENCFF006QFD; ENCFF015GTP; ENCFF016LSH; ENCFF057RCM; ENCFF067XYR; ENCFF072BMK; ENCFF092FFG; ENCFF123SPG; ENCFF171KTF; ENCFF215LEX; ENCFF226DHX; ENCFF227YDJ; ENCFF254FTP; ENCFF328BUR; ENCFF359VOP; ENCFF420ZOS; ENCFF422YLS; ENCFF433MKF; ENCFF443MTV; ENCFF459PTW; ENCFF488ICN; ENCFF569VYO; ENCFF629FTW; ENCFF631VUG; ENCFF660EKS; ENCFF661ZJX; ENCFF700LQD; ENCFF718CQQ; ENCFF780KTM; ENCFF796KTU; ENCFF814UDQ; ENCFF883KWQ; ENCFF887IBL; ENCFF910OBA; ENCFF915SCX; ENCFF918TZK; ENCFF966JUD; ENCFF973PJK; ENCFF982XOA"
"MAFK","RAET1G",23,31,"HeLa-S3; HepG2; K562; MCF-7","ENCFF001VKK; ENCFF006QFD; ENCFF015GTP; ENCFF016LSH; ENCFF057RCM; ENCFF067XYR; ENCFF092FFG; ENCFF107XSH; ENCFF123SPG; ENCFF215LEX; ENCFF254FTP; ENCFF359VOP; ENCFF420ZOS; ENCFF422YLS; ENCFF426JQF; ENCFF443MTV; ENCFF629FTW; ENCFF700LQD; ENCFF780KTM; ENCFF835GLG; ENCFF910OBA; ENCFF915SCX; ENCFF918TZK"
"MAFK","RAET1L",20,21,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF001VKK; ENCFF016LSH; ENCFF057RCM; ENCFF067XYR; ENCFF072BMK; ENCFF092FFG; ENCFF123SPG; ENCFF215LEX; ENCFF254FTP; ENCFF420ZOS; ENCFF422YLS; ENCFF426JQF; ENCFF525DOE; ENCFF660EKS; ENCFF805GTE; ENCFF825NAB; ENCFF887IBL; ENCFF915SCX; ENCFF918TZK; ENCFF973PJK"
"MAFK","ULBP1",27,35,"HeLa-S3; HepG2; K562; MCF-7","ENCFF006QFD; ENCFF057RCM; ENCFF203FWR; ENCFF254FTP; ENCFF328BUR; ENCFF359VOP; ENCFF420ZOS; ENCFF426JQF; ENCFF439TJM; ENCFF443MTV; ENCFF459PTW; ENCFF488ICN; ENCFF525DOE; ENCFF618XMB; ENCFF660EKS; ENCFF661ZJX; ENCFF750FGO; ENCFF796KTU; ENCFF805GTE; ENCFF883KWQ; ENCFF887IBL; ENCFF891TSI; ENCFF893SCL; ENCFF910OBA; ENCFF918TZK; ENCFF956PMM; ENCFF982XOA"
"MAFK","ULBP2",22,28,"HepG2; K562; MCF-7","ENCFF001VKK; ENCFF006QFD; ENCFF015GTP; ENCFF016LSH; ENCFF057RCM; ENCFF067XYR; ENCFF072BMK; ENCFF092FFG; ENCFF420ZOS; ENCFF422YLS; ENCFF426JQF; ENCFF525DOE; ENCFF618XMB; ENCFF660EKS; ENCFF681ZCY; ENCFF700LQD; ENCFF750FGO; ENCFF805GTE; ENCFF825NAB; ENCFF887IBL; ENCFF910OBA; ENCFF918TZK"
"MAFK","ULBP3",43,86,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF001VIR; ENCFF001VKK; ENCFF001VKL; ENCFF001VNR; ENCFF002CUH; ENCFF002CUI; ENCFF006QFD; ENCFF015GTP; ENCFF016LSH; ENCFF057RCM; ENCFF067XYR; ENCFF072BMK; ENCFF092FFG; ENCFF123SPG; ENCFF171KTF; ENCFF215LEX; ENCFF227YDJ; ENCFF254FTP; ENCFF331AZY; ENCFF359VOP; ENCFF420ZOS; ENCFF422YLS; ENCFF426JQF; ENCFF433MKF; ENCFF443MTV; ENCFF488ICN; ENCFF525DOE; ENCFF530ZTE; ENCFF569VYO; ENCFF629FTW; ENCFF660EKS; ENCFF661ZJX; ENCFF700LQD; ENCFF718CQQ; ENCFF742HOV; ENCFF796KTU; ENCFF800XTT; ENCFF814UDQ; ENCFF883KWQ; ENCFF887IBL; ENCFF915SCX; ENCFF918TZK; ENCFF973PJK"
"MECOM","MICA",6,7,"K562","ENCFF188PLS; ENCFF282VIL; ENCFF457JCV; ENCFF482YKV; ENCFF518NBP; ENCFF856WER"
"MECOM","MICB",3,3,"K562","ENCFF457JCV; ENCFF518NBP; ENCFF856WER"
"MECOM","RAET1E",1,1,"K562","ENCFF282VIL"
"MECOM","RAET1G",1,1,"K562","ENCFF518NBP"
"MECOM","ULBP1",4,8,"K562","ENCFF282VIL; ENCFF457JCV; ENCFF518NBP; ENCFF856WER"
"MECOM","ULBP2",3,3,"K562","ENCFF282VIL; ENCFF518NBP; ENCFF856WER"
"MYBL2","MICA",16,46,"HepG2; K562","ENCFF092PUO; ENCFF182JRE; ENCFF185WGM; ENCFF319SIL; ENCFF321LVM; ENCFF325ZNW; ENCFF361HRW; ENCFF406XUO; ENCFF416ILX; ENCFF482YXK; ENCFF579EPB; ENCFF605MMQ; ENCFF605QZD; ENCFF639MRN; ENCFF904DOZ; ENCFF904TIY"
"MYBL2","MICB",16,31,"HepG2; K562","ENCFF001UGQ; ENCFF001UGR; ENCFF092PUO; ENCFF182JRE; ENCFF321LVM; ENCFF325ZNW; ENCFF406XUO; ENCFF416ILX; ENCFF482YXK; ENCFF486FET; ENCFF579EPB; ENCFF605MMQ; ENCFF605QZD; ENCFF639MRN; ENCFF677IKS; ENCFF904DOZ"
"MYBL2","RAET1E",13,21,"K562","ENCFF185WGM; ENCFF319SIL; ENCFF406XUO; ENCFF434VVG; ENCFF471GVN; ENCFF486FET; ENCFF516MWP; ENCFF534CIF; ENCFF569QON; ENCFF677IKS; ENCFF827OZO; ENCFF875CQY; ENCFF904TIY"
"MYBL2","RAET1G",8,16,"HepG2; K562","ENCFF185WGM; ENCFF319SIL; ENCFF416ILX; ENCFF486FET; ENCFF605MMQ; ENCFF639MRN; ENCFF677IKS; ENCFF904TIY"
"MYBL2","RAET1L",5,10,"K562","ENCFF486FET; ENCFF534CIF; ENCFF677IKS; ENCFF827OZO; ENCFF875CQY"
"MYBL2","ULBP1",12,18,"K562","ENCFF185WGM; ENCFF319SIL; ENCFF406XUO; ENCFF434VVG; ENCFF471GVN; ENCFF482YXK; ENCFF486FET; ENCFF516MWP; ENCFF677IKS; ENCFF827OZO; ENCFF875CQY; ENCFF904TIY"
"MYBL2","ULBP2",4,6,"K562","ENCFF486FET; ENCFF534CIF; ENCFF677IKS; ENCFF875CQY"
"MYBL2","ULBP3",11,22,"HepG2; K562","ENCFF001UGQ; ENCFF001UGR; ENCFF002CKR; ENCFF185WGM; ENCFF319SIL; ENCFF406XUO; ENCFF416ILX; ENCFF471GVN; ENCFF534CIF; ENCFF605MMQ; ENCFF639MRN"
"NFE2","MICA",32,67,"HepG2; K562","ENCFF022UGZ; ENCFF023IFO; ENCFF145JGI; ENCFF167QZB; ENCFF268QZM; ENCFF286HTI; ENCFF290DPG; ENCFF312XHI; ENCFF379KBK; ENCFF382ROI; ENCFF414SPM; ENCFF474PRJ; ENCFF552ZAY; ENCFF612OZE; ENCFF619AGT; ENCFF667ZVG; ENCFF688MMW; ENCFF688VET; ENCFF692VLU; ENCFF702TRJ; ENCFF709WGK; ENCFF710ZCP; ENCFF769VDQ; ENCFF783MLP; ENCFF789EHD; ENCFF795DQU; ENCFF813HVG; ENCFF878FYH; ENCFF882SPG; ENCFF953QNB; ENCFF969HIU; ENCFF970SEK"
"NFE2","MICB",20,30,"K562","ENCFF022UGZ; ENCFF140CQS; ENCFF167QZB; ENCFF290DPG; ENCFF474PRJ; ENCFF552ZAY; ENCFF619AGT; ENCFF688MMW; ENCFF688VET; ENCFF692VLU; ENCFF702TRJ; ENCFF710ZCP; ENCFF783MLP; ENCFF789EHD; ENCFF795DQU; ENCFF803FZY; ENCFF813HVG; ENCFF878FYH; ENCFF882SPG; ENCFF970SEK"
"NFE2","RAET1E",8,9,"HepG2; K562","ENCFF268QZM; ENCFF290DPG; ENCFF340IHP; ENCFF692VLU; ENCFF795DQU; ENCFF803FZY; ENCFF813HVG; ENCFF953QNB"
"NFE2","RAET1G",7,7,"HepG2; K562","ENCFF290DPG; ENCFF340IHP; ENCFF414SPM; ENCFF692VLU; ENCFF803FZY; ENCFF813HVG; ENCFF953QNB"
"NFE2","RAET1L",9,12,"K562","ENCFF140CQS; ENCFF290DPG; ENCFF619AGT; ENCFF688MMW; ENCFF692VLU; ENCFF710ZCP; ENCFF789EHD; ENCFF803FZY; ENCFF878FYH"
"NFE2","ULBP1",16,24,"HepG2; K562","ENCFF140CQS; ENCFF268QZM; ENCFF290DPG; ENCFF552ZAY; ENCFF619AGT; ENCFF688MMW; ENCFF692VLU; ENCFF702TRJ; ENCFF710ZCP; ENCFF783MLP; ENCFF789EHD; ENCFF795DQU; ENCFF803FZY; ENCFF813HVG; ENCFF882SPG; ENCFF953QNB"
"NFE2","ULBP2",15,19,"K562","ENCFF022UGZ; ENCFF140CQS; ENCFF167QZB; ENCFF290DPG; ENCFF382ROI; ENCFF612OZE; ENCFF619AGT; ENCFF688MMW; ENCFF692VLU; ENCFF710ZCP; ENCFF789EHD; ENCFF795DQU; ENCFF803FZY; ENCFF813HVG; ENCFF882SPG"
"NFE2","ULBP3",22,35,"HepG2; K562","ENCFF022UGZ; ENCFF140CQS; ENCFF167QZB; ENCFF268QZM; ENCFF290DPG; ENCFF495MHZ; ENCFF496KKT; ENCFF552ZAY; ENCFF612OZE; ENCFF619AGT; ENCFF688MMW; ENCFF692VLU; ENCFF702TRJ; ENCFF710ZCP; ENCFF783MLP; ENCFF789EHD; ENCFF795DQU; ENCFF803FZY; ENCFF813HVG; ENCFF878FYH; ENCFF882SPG; ENCFF911VSD"
"NFE2L1","MICA",6,14,"HepG2; K562","ENCFF164IDS; ENCFF197SSW; ENCFF618AYC; ENCFF769HIU; ENCFF832DVQ; ENCFF926BLJ"
"NFE2L1","MICB",8,12,"HepG2; K562","ENCFF197SSW; ENCFF556LDH; ENCFF618AYC; ENCFF627BPL; ENCFF769HIU; ENCFF771POP; ENCFF832DVQ; ENCFF926BLJ"
"NFE2L1","RAET1E",9,13,"HepG2; K562","ENCFF065CJT; ENCFF164IDS; ENCFF192SZH; ENCFF290CCX; ENCFF618AYC; ENCFF769HIU; ENCFF832DVQ; ENCFF926BLJ; ENCFF965PAJ"
"NFE2L1","RAET1G",8,15,"HepG2; K562","ENCFF065CJT; ENCFF164IDS; ENCFF197SSW; ENCFF290CCX; ENCFF627BPL; ENCFF769HIU; ENCFF771POP; ENCFF832DVQ"
"NFE2L1","RAET1L",7,15,"HepG2; K562","ENCFF065CJT; ENCFF192SZH; ENCFF197SSW; ENCFF290CCX; ENCFF627BPL; ENCFF769HIU; ENCFF832DVQ"
"NFE2L1","ULBP1",10,15,"HepG2; K562","ENCFF065CJT; ENCFF164IDS; ENCFF192SZH; ENCFF197SSW; ENCFF290CCX; ENCFF627BPL; ENCFF769HIU; ENCFF771POP; ENCFF832DVQ; ENCFF965PAJ"
"NFE2L1","ULBP2",6,8,"HepG2; K562","ENCFF065CJT; ENCFF192SZH; ENCFF290CCX; ENCFF627BPL; ENCFF769HIU; ENCFF832DVQ"
"NFE2L1","ULBP3",7,13,"HepG2; K562","ENCFF164IDS; ENCFF197SSW; ENCFF627BPL; ENCFF769HIU; ENCFF771POP; ENCFF832DVQ; ENCFF926BLJ"
"NFE2L2","MICA",26,37,"A549; HeLa-S3; HepG2","ENCFF144BHZ; ENCFF225ICI; ENCFF249ESZ; ENCFF251RLC; ENCFF258BSJ; ENCFF305KIK; ENCFF307QAR; ENCFF315ZHU; ENCFF414UMG; ENCFF427FBA; ENCFF445YDK; ENCFF555MVU; ENCFF560ZPB; ENCFF599YMR; ENCFF606SHP; ENCFF664AZO; ENCFF668QDD; ENCFF687KJY; ENCFF728KXV; ENCFF737CTQ; ENCFF753VOX; ENCFF767PWR; ENCFF794DLT; ENCFF804BLY; ENCFF915ZZL; ENCFF929ZCR"
"NFE2L2","MICB",19,27,"A549; HeLa-S3; HepG2","ENCFF126HBJ; ENCFF128XNM; ENCFF144BHZ; ENCFF258BSJ; ENCFF315ZHU; ENCFF332PXJ; ENCFF445YDK; ENCFF555MVU; ENCFF560ZPB; ENCFF596MOA; ENCFF606SHP; ENCFF687KJY; ENCFF728KXV; ENCFF737CTQ; ENCFF753VOX; ENCFF767PWR; ENCFF774CXV; ENCFF794DLT; ENCFF929ZCR"
"NFE2L2","RAET1E",16,25,"A549; HeLa-S3; HepG2","ENCFF126HBJ; ENCFF128XNM; ENCFF225ICI; ENCFF251RLC; ENCFF315ZHU; ENCFF407SGC; ENCFF477DMR; ENCFF560ZPB; ENCFF596MOA; ENCFF599YMR; ENCFF606SHP; ENCFF687KJY; ENCFF728KXV; ENCFF774CXV; ENCFF794DLT; ENCFF929ZCR"
"NFE2L2","RAET1G",16,24,"A549; HeLa-S3; HepG2","ENCFF130LVT; ENCFF225ICI; ENCFF249ESZ; ENCFF258BSJ; ENCFF307QAR; ENCFF314DTI; ENCFF315ZHU; ENCFF332PXJ; ENCFF407SGC; ENCFF560ZPB; ENCFF599YMR; ENCFF606SHP; ENCFF687KJY; ENCFF767PWR; ENCFF915ZZL; ENCFF929ZCR"
"NFE2L2","RAET1L",13,19,"A549; HeLa-S3; HepG2","ENCFF128XNM; ENCFF144BHZ; ENCFF249ESZ; ENCFF315ZHU; ENCFF407SGC; ENCFF427FBA; ENCFF555MVU; ENCFF560ZPB; ENCFF596MOA; ENCFF606SHP; ENCFF687KJY; ENCFF728KXV; ENCFF929ZCR"
"NFE2L2","ULBP1",16,18,"A549; HeLa-S3; HepG2","ENCFF126HBJ; ENCFF128XNM; ENCFF144BHZ; ENCFF251RLC; ENCFF307QAR; ENCFF315ZHU; ENCFF332PXJ; ENCFF407SGC; ENCFF427FBA; ENCFF555MVU; ENCFF560ZPB; ENCFF596MOA; ENCFF606SHP; ENCFF728KXV; ENCFF774CXV; ENCFF794DLT"
"NFE2L2","ULBP2",5,6,"A549; HeLa-S3; HepG2","ENCFF225ICI; ENCFF315ZHU; ENCFF407SGC; ENCFF687KJY; ENCFF929ZCR"
"NFE2L2","ULBP3",17,29,"A549; HeLa-S3; HepG2","ENCFF126HBJ; ENCFF128XNM; ENCFF144BHZ; ENCFF249ESZ; ENCFF251RLC; ENCFF314DTI; ENCFF315ZHU; ENCFF332PXJ; ENCFF407SGC; ENCFF427FBA; ENCFF445YDK; ENCFF555MVU; ENCFF596MOA; ENCFF606SHP; ENCFF737CTQ; ENCFF774CXV; ENCFF794DLT"
"NPAS2","MICA",1,1,"HepG2","ENCFF319BSY"
"NPAS2","RAET1G",4,8,"A549; HepG2","ENCFF157FQI; ENCFF319BSY; ENCFF549YLW; ENCFF626FYS"
"NPAS2","RAET1L",1,1,"HepG2","ENCFF157FQI"
"NPAS2","ULBP1",3,4,"HepG2","ENCFF157FQI; ENCFF324JTK; ENCFF626FYS"
"NPAS2","ULBP2",1,1,"A549","ENCFF057DUA"
"NPAS2","ULBP3",1,1,"HepG2","ENCFF319BSY"
"PBX1","MICA",3,3,"A549","ENCFF498MHZ; ENCFF691QEO; ENCFF948EXF"
"PBX1","MICB",3,3,"A549","ENCFF498MHZ; ENCFF691QEO; ENCFF948EXF"
"PBX1","ULBP1",8,8,"A549","ENCFF066IIM; ENCFF477MST; ENCFF498MHZ; ENCFF691QEO; ENCFF813NES; ENCFF845KIA; ENCFF948EXF; ENCFF992LDJ"
"PBX1","ULBP2",3,4,"A549","ENCFF498MHZ; ENCFF845KIA; ENCFF948EXF"
"PBX1","ULBP3",6,6,"A549","ENCFF066IIM; ENCFF498MHZ; ENCFF691QEO; ENCFF845KIA; ENCFF948EXF; ENCFF992LDJ"
"PBX3","MICA",13,25,"A549; HepG2; SK-N-SH","ENCFF041RXQ; ENCFF212LXS; ENCFF236PPB; ENCFF324CEM; ENCFF329VXJ; ENCFF493MJT; ENCFF519LTD; ENCFF558AKZ; ENCFF672RKS; ENCFF742YSJ; ENCFF761OUW; ENCFF763CXG; ENCFF968BSH"
"PBX3","MICB",7,9,"HepG2; SK-N-SH","ENCFF001UPX; ENCFF001UPY; ENCFF041RXQ; ENCFF212LXS; ENCFF493MJT; ENCFF761OUW; ENCFF763CXG"
"PBX3","RAET1E",4,8,"SK-N-SH","ENCFF493MJT; ENCFF677WKE; ENCFF761OUW; ENCFF763CXG"
"PBX3","RAET1G",3,3,"A549; HepG2","ENCFF558AKZ; ENCFF742YSJ; ENCFF951DAN"
"PBX3","RAET1L",2,2,"SK-N-SH","ENCFF001UPX; ENCFF001UPY"
"PBX3","ULBP1",12,14,"A549; SK-N-SH","ENCFF154YQZ; ENCFF329VXJ; ENCFF339XID; ENCFF493MJT; ENCFF519LTD; ENCFF656HFI; ENCFF732ZLF; ENCFF742YSJ; ENCFF761OUW; ENCFF763CXG; ENCFF951DAN; ENCFF968BSH"
"PBX3","ULBP2",7,7,"SK-N-SH","ENCFF154YQZ; ENCFF236PPB; ENCFF493MJT; ENCFF677WKE; ENCFF761OUW; ENCFF763CXG; ENCFF968BSH"
"PBX3","ULBP3",9,9,"A549; SK-N-SH","ENCFF154YQZ; ENCFF236PPB; ENCFF324CEM; ENCFF329VXJ; ENCFF493MJT; ENCFF677WKE; ENCFF761OUW; ENCFF763CXG; ENCFF968BSH"
"RUNX1","MICA",25,44,"K562","ENCFF011EFB; ENCFF015ADG; ENCFF083XOF; ENCFF157SQN; ENCFF181EXX; ENCFF204LDT; ENCFF206UIN; ENCFF246CBF; ENCFF246VDU; ENCFF357PLM; ENCFF369UML; ENCFF370QHV; ENCFF374EFU; ENCFF401PPU; ENCFF436PYK; ENCFF479CNG; ENCFF519QJO; ENCFF560AQD; ENCFF588IAG; ENCFF689EEG; ENCFF766PWX; ENCFF826RWZ; ENCFF913CGA; ENCFF927HFR; ENCFF975OUG"
"RUNX1","MICB",19,48,"K562","ENCFF011EFB; ENCFF083XOF; ENCFF157SQN; ENCFF204LDT; ENCFF206UIN; ENCFF246CBF; ENCFF246VDU; ENCFF370QHV; ENCFF401PPU; ENCFF436PYK; ENCFF519QJO; ENCFF560AQD; ENCFF573DRR; ENCFF588IAG; ENCFF689EEG; ENCFF766PWX; ENCFF826RWZ; ENCFF913CGA; ENCFF975OUG"
"RUNX1","RAET1E",12,22,"K562","ENCFF011EFB; ENCFF172NAU; ENCFF206UIN; ENCFF246CBF; ENCFF246VDU; ENCFF370QHV; ENCFF401PPU; ENCFF519QJO; ENCFF689EEG; ENCFF766PWX; ENCFF826RWZ; ENCFF927HFR"
"RUNX1","RAET1G",12,26,"K562","ENCFF083XOF; ENCFF157SQN; ENCFF246VDU; ENCFF370QHV; ENCFF401PPU; ENCFF436PYK; ENCFF519QJO; ENCFF560AQD; ENCFF588IAG; ENCFF826RWZ; ENCFF913CGA; ENCFF975OUG"
"RUNX1","RAET1L",6,10,"K562","ENCFF083XOF; ENCFF157SQN; ENCFF206UIN; ENCFF246VDU; ENCFF436PYK; ENCFF560AQD"
"RUNX1","ULBP1",16,40,"K562","ENCFF049YPY; ENCFF083XOF; ENCFF157SQN; ENCFF172NAU; ENCFF246CBF; ENCFF246VDU; ENCFF369UML; ENCFF370QHV; ENCFF436PYK; ENCFF479CNG; ENCFF519QJO; ENCFF560AQD; ENCFF588IAG; ENCFF766PWX; ENCFF913CGA; ENCFF975OUG"
"RUNX1","ULBP2",15,24,"K562","ENCFF083XOF; ENCFF157SQN; ENCFF172NAU; ENCFF206UIN; ENCFF246CBF; ENCFF246VDU; ENCFF401PPU; ENCFF436PYK; ENCFF519QJO; ENCFF560AQD; ENCFF689EEG; ENCFF766PWX; ENCFF826RWZ; ENCFF913CGA; ENCFF975OUG"
"RUNX1","ULBP3",16,45,"K562","ENCFF011EFB; ENCFF083XOF; ENCFF157SQN; ENCFF172NAU; ENCFF206UIN; ENCFF246CBF; ENCFF246VDU; ENCFF401PPU; ENCFF436PYK; ENCFF519QJO; ENCFF560AQD; ENCFF573DRR; ENCFF588IAG; ENCFF689EEG; ENCFF766PWX; ENCFF826RWZ"
