"file_name","file_accession","TF","cell_line","gene_name","n_overlapping_peaks"
"ENCFF001TRO.bed.gz","ENCFF001TRO","CEBPB","A549",NA,0
"ENCFF001TRP.bed.gz","ENCFF001TRP","CEBPB","A549",NA,0
"ENCFF001TSL.bed.gz","ENCFF001TSL","GATA3","A549",NA,0
"ENCFF001TSM.bed.gz","ENCFF001TSM","GATA3","A549",NA,0
"ENCFF001TTD.bed.gz","ENCFF001TTD","PBX3","A549",NA,0
"ENCFF001TTE.bed.gz","ENCFF001TTE","PBX3","A549",NA,0
"ENCFF001TUH.bed.gz","ENCFF001TUH","CEBPB","Ishikawa",NA,0
"ENCFF001TUI.bed.gz","ENCFF001TUI","CEBPB","Ishikawa",NA,0
"ENCFF001TUJ.bed.gz","ENCFF001TUJ","CREB1","Ishikawa",NA,0
"ENCFF001TUK.bed.gz","ENCFF001TUK","CREB1","Ishikawa",NA,0
"ENCFF001UDK.bed.gz","ENCFF001UDK","ATF3","HCT116",NA,0
"ENCFF001UDL.bed.gz","ENCFF001UDL","ATF3","HCT116",NA,0
"ENCFF001UDO.bed.gz","ENCFF001UDO","CEBPB","HCT116",NA,0
"ENCFF001UDP.bed.gz","ENCFF001UDP","CEBPB","HCT116",NA,0
"ENCFF001UDW.bed.gz","ENCFF001UDW","FOSL1","HCT116",NA,0
"ENCFF001UDX.bed.gz","ENCFF001UDX","FOSL1","HCT116",NA,0
"ENCFF001UDY.bed.gz","ENCFF001UDY","JUND","HCT116",NA,0
"ENCFF001UDZ.bed.gz","ENCFF001UDZ","JUND","HCT116",NA,0
"ENCFF001UEK.bed.gz","ENCFF001UEK","SP1","HCT116","ULBP3",1
"ENCFF001UEL.bed.gz","ENCFF001UEL","SP1","HCT116","ULBP3",1
"ENCFF001UFE.bed.gz","ENCFF001UFE","ATF3","HepG2",NA,0
"ENCFF001UFF.bed.gz","ENCFF001UFF","ATF3","HepG2",NA,0
"ENCFF001UFI.bed.gz","ENCFF001UFI","CEBPB","HepG2",NA,0
"ENCFF001UFJ.bed.gz","ENCFF001UFJ","CEBPB","HepG2",NA,0
"ENCFF001UFM.bed.gz","ENCFF001UFM","CREB1","HepG2","ULBP3",2
"ENCFF001UFN.bed.gz","ENCFF001UFN","CREB1","HepG2",NA,0
"ENCFF001UFS.bed.gz","ENCFF001UFS","FOSL2","HepG2","MICB",1
"ENCFF001UFS.bed.gz","ENCFF001UFS","FOSL2","HepG2","ULBP3",1
"ENCFF001UFT.bed.gz","ENCFF001UFT","FOSL2","HepG2","ULBP3",1
"ENCFF001UGK.bed.gz","ENCFF001UGK","JUND","HepG2","ULBP3",1
"ENCFF001UGL.bed.gz","ENCFF001UGL","JUND","HepG2","ULBP3",1
"ENCFF001UGQ.bed.gz","ENCFF001UGQ","MYBL2","HepG2","MICB",1
"ENCFF001UGQ.bed.gz","ENCFF001UGQ","MYBL2","HepG2","ULBP3",2
"ENCFF001UGR.bed.gz","ENCFF001UGR","MYBL2","HepG2","MICB",1
"ENCFF001UGR.bed.gz","ENCFF001UGR","MYBL2","HepG2","ULBP3",3
"ENCFF001UHM.bed.gz","ENCFF001UHM","SP1","HepG2","ULBP3",2
"ENCFF001UHN.bed.gz","ENCFF001UHN","SP1","HepG2",NA,0
"ENCFF001UIW.bed.gz","ENCFF001UIW","ATF3","K562","ULBP3",1
"ENCFF001UIY.bed.gz","ENCFF001UIY","ATF3","K562","ULBP3",1
"ENCFF001UJE.bed.gz","ENCFF001UJE","CEBPB","K562",NA,0
"ENCFF001UJF.bed.gz","ENCFF001UJF","CEBPB","K562",NA,0
"ENCFF001UJI.bed.gz","ENCFF001UJI","CREB1","K562","ULBP3",1
"ENCFF001UJJ.bed.gz","ENCFF001UJJ","CREB1","K562",NA,0
"ENCFF001UJV.bed.gz","ENCFF001UJV","ETS1","K562","ULBP3",1
"ENCFF001UJW.bed.gz","ENCFF001UJW","ETS1","K562","ULBP3",2
"ENCFF001UJX.bed.gz","ENCFF001UJX","FOSL1","K562","ULBP3",1
"ENCFF001UJY.bed.gz","ENCFF001UJY","FOSL1","K562","ULBP3",1
"ENCFF001ULF.bed.gz","ENCFF001ULF","SP1","K562",NA,0
"ENCFF001ULG.bed.gz","ENCFF001ULG","SP1","K562",NA,0
"ENCFF001UMJ.bed.gz","ENCFF001UMJ","CEBPB","MCF-7",NA,0
"ENCFF001UMK.bed.gz","ENCFF001UMK","CEBPB","MCF-7",NA,0
"ENCFF001UMR.bed.gz","ENCFF001UMR","FOSL2","MCF-7",NA,0
"ENCFF001UMS.bed.gz","ENCFF001UMS","FOSL2","MCF-7",NA,0
"ENCFF001UMX.bed.gz","ENCFF001UMX","GATA3","MCF-7","ULBP3",1
"ENCFF001UMZ.bed.gz","ENCFF001UMZ","GATA3","MCF-7",NA,0
"ENCFF001UNB.bed.gz","ENCFF001UNB","JUND","MCF-7",NA,0
"ENCFF001UNC.bed.gz","ENCFF001UNC","JUND","MCF-7",NA,0
"ENCFF001UPB.bed.gz","ENCFF001UPB","FOSL2","SK-N-SH","RAET1L",1
"ENCFF001UPC.bed.gz","ENCFF001UPC","FOSL2","SK-N-SH",NA,0
"ENCFF001UPH.bed.gz","ENCFF001UPH","GATA3","SK-N-SH",NA,0
"ENCFF001UPI.bed.gz","ENCFF001UPI","GATA3","SK-N-SH",NA,0
"ENCFF001UPJ.bed.gz","ENCFF001UPJ","JUND","SK-N-SH",NA,0
"ENCFF001UPK.bed.gz","ENCFF001UPK","JUND","SK-N-SH",NA,0
"ENCFF001UPX.bed.gz","ENCFF001UPX","PBX3","SK-N-SH","MICB",1
"ENCFF001UPX.bed.gz","ENCFF001UPX","PBX3","SK-N-SH","RAET1L",1
"ENCFF001UPY.bed.gz","ENCFF001UPY","PBX3","SK-N-SH","MICB",1
"ENCFF001UPY.bed.gz","ENCFF001UPY","PBX3","SK-N-SH","RAET1L",1
"ENCFF001URN.bed.gz","ENCFF001URN","JUND","T47D",NA,0
"ENCFF001URO.bed.gz","ENCFF001URO","JUND","T47D",NA,0
"ENCFF001VDN.bed.gz","ENCFF001VDN","CEBPB","A549","RAET1G",1
"ENCFF001VHZ.bed.gz","ENCFF001VHZ","FOS","HeLa-S3",NA,0
"ENCFF001VIA.bed.gz","ENCFF001VIA","CEBPB","HeLa-S3","RAET1L",1
"ENCFF001VIA.bed.gz","ENCFF001VIA","CEBPB","HeLa-S3","ULBP3",1
"ENCFF001VIC.bed.gz","ENCFF001VIC","JUN","HeLa-S3",NA,0
"ENCFF001VIJ.bed.gz","ENCFF001VIJ","ELK1","HeLa-S3","ULBP3",2
"ENCFF001VIQ.bed.gz","ENCFF001VIQ","JUND","HeLa-S3","MICB",1
"ENCFF001VIR.bed.gz","ENCFF001VIR","MAFK","HeLa-S3","ULBP3",2
"ENCFF001VJK.bed.gz","ENCFF001VJK","TBP","HeLa-S3","ULBP3",1
"ENCFF001VJZ.bed.gz","ENCFF001VJZ","CEBPB","HepG2","RAET1G",1
"ENCFF001VJZ.bed.gz","ENCFF001VJZ","CEBPB","HepG2","ULBP1",1
"ENCFF001VKB.bed.gz","ENCFF001VKB","JUN","HepG2",NA,0
"ENCFF001VKI.bed.gz","ENCFF001VKI","JUND","HepG2","MICB",1
"ENCFF001VKI.bed.gz","ENCFF001VKI","JUND","HepG2","ULBP3",3
"ENCFF001VKJ.bed.gz","ENCFF001VKJ","MAFF","HepG2","RAET1E",1
"ENCFF001VKJ.bed.gz","ENCFF001VKJ","MAFF","HepG2","ULBP3",3
"ENCFF001VKK.bed.gz","ENCFF001VKK","MAFK","HepG2","RAET1E",1
"ENCFF001VKK.bed.gz","ENCFF001VKK","MAFK","HepG2","RAET1G",1
"ENCFF001VKK.bed.gz","ENCFF001VKK","MAFK","HepG2","RAET1L",1
"ENCFF001VKK.bed.gz","ENCFF001VKK","MAFK","HepG2","ULBP2",1
"ENCFF001VKK.bed.gz","ENCFF001VKK","MAFK","HepG2","ULBP3",3
"ENCFF001VKL.bed.gz","ENCFF001VKL","MAFK","HepG2","RAET1E",1
"ENCFF001VKL.bed.gz","ENCFF001VKL","MAFK","HepG2","ULBP3",3
"ENCFF001VLC.bed.gz","ENCFF001VLC","TBP","HepG2","ULBP3",3
"ENCFF001VLX.bed.gz","ENCFF001VLX","ATF1","K562","MICB",2
"ENCFF001VLY.bed.gz","ENCFF001VLY","ATF3","K562",NA,0
"ENCFF001VLZ.bed.gz","ENCFF001VLZ","BACH1","K562",NA,0
"ENCFF001VMH.bed.gz","ENCFF001VMH","FOS","K562","ULBP3",1
"ENCFF001VMI.bed.gz","ENCFF001VMI","CEBPB","K562","RAET1G",1
"ENCFF001VMO.bed.gz","ENCFF001VMO","JUN","K562","MICB",1
"ENCFF001VMO.bed.gz","ENCFF001VMO","JUN","K562","ULBP3",1
"ENCFF001VMP.bed.gz","ENCFF001VMP","JUN","K562","MICB",1
"ENCFF001VNB.bed.gz","ENCFF001VNB","ELK1","K562","ULBP3",1
"ENCFF001VNF.bed.gz","ENCFF001VNF","GTF2B","K562","ULBP3",1
"ENCFF001VNP.bed.gz","ENCFF001VNP","JUND","K562","MICB",1
"ENCFF001VNP.bed.gz","ENCFF001VNP","JUND","K562","RAET1L",1
"ENCFF001VNP.bed.gz","ENCFF001VNP","JUND","K562","ULBP3",2
"ENCFF001VNQ.bed.gz","ENCFF001VNQ","MAFF","K562","ULBP3",1
"ENCFF001VNR.bed.gz","ENCFF001VNR","MAFK","K562","MICB",1
"ENCFF001VNR.bed.gz","ENCFF001VNR","MAFK","K562","ULBP3",3
"ENCFF001VNX.bed.gz","ENCFF001VNX","NFE2","K562",NA,0
"ENCFF001VPC.bed.gz","ENCFF001VPC","TBP","K562","ULBP3",3
"ENCFF001VQF.bed.gz","ENCFF001VQF","GATA3","MCF-7",NA,0
"ENCFF001VQG.bed.gz","ENCFF001VQG","GATA3","MCF-7",NA,0
"ENCFF001VQY.bed.gz","ENCFF001VQY","JUND","SK-N-SH",NA,0
"ENCFF001VRH.bed.gz","ENCFF001VRH","FOS","K562","MICB",1
"ENCFF001VRH.bed.gz","ENCFF001VRH","FOS","K562","ULBP3",1
"ENCFF001VRK.bed.gz","ENCFF001VRK","JUNB","K562","MICB",1
"ENCFF001VRK.bed.gz","ENCFF001VRK","JUNB","K562","ULBP3",2
"ENCFF001VRL.bed.gz","ENCFF001VRL","JUND","K562","MICB",2
"ENCFF001VRL.bed.gz","ENCFF001VRL","JUND","K562","ULBP3",3
"ENCFF002CKB.bed.gz","ENCFF002CKB","ATF3","HepG2",NA,0
"ENCFF002CKD.bed.gz","ENCFF002CKD","CEBPB","HepG2",NA,0
"ENCFF002CKH.bed.gz","ENCFF002CKH","FOSL2","HepG2","ULBP3",2
"ENCFF002CKP.bed.gz","ENCFF002CKP","JUND","HepG2","ULBP3",2
"ENCFF002CKR.bed.gz","ENCFF002CKR","MYBL2","HepG2","ULBP3",1
"ENCFF002CLB.bed.gz","ENCFF002CLB","SP1","HepG2","ULBP3",2
"ENCFF002CLN.bed.gz","ENCFF002CLN","ATF3","K562",NA,0
"ENCFF002CLR.bed.gz","ENCFF002CLR","CEBPB","K562",NA,0
"ENCFF002CLX.bed.gz","ENCFF002CLX","ETS1","K562","ULBP3",1
"ENCFF002CLY.bed.gz","ENCFF002CLY","FOSL1","K562","ULBP3",1
"ENCFF002CMN.bed.gz","ENCFF002CMN","SP1","K562","ULBP3",1
"ENCFF002COD.bed.gz","ENCFF002COD","CEBPB","A549",NA,0
"ENCFF002CSA.bed.gz","ENCFF002CSA","CEBPB","HeLa-S3","RAET1L",1
"ENCFF002CSB.bed.gz","ENCFF002CSB","FOS","HeLa-S3",NA,0
"ENCFF002CSD.bed.gz","ENCFF002CSD","JUN","HeLa-S3",NA,0
"ENCFF002CSJ.bed.gz","ENCFF002CSJ","ELK1","HeLa-S3",NA,0
"ENCFF002CSP.bed.gz","ENCFF002CSP","JUND","HeLa-S3","MICB",1
"ENCFF002CSQ.bed.gz","ENCFF002CSQ","MAFK","HeLa-S3",NA,0
"ENCFF002CTI.bed.gz","ENCFF002CTI","TBP","HeLa-S3","ULBP3",1
"ENCFF002CTW.bed.gz","ENCFF002CTW","CEBPB","HepG2",NA,0
"ENCFF002CTY.bed.gz","ENCFF002CTY","JUN","HepG2",NA,0
"ENCFF002CUF.bed.gz","ENCFF002CUF","JUND","HepG2","MICB",1
"ENCFF002CUF.bed.gz","ENCFF002CUF","JUND","HepG2","ULBP3",1
"ENCFF002CUG.bed.gz","ENCFF002CUG","MAFF","HepG2","ULBP3",1
"ENCFF002CUH.bed.gz","ENCFF002CUH","MAFK","HepG2","RAET1E",1
"ENCFF002CUH.bed.gz","ENCFF002CUH","MAFK","HepG2","ULBP3",1
"ENCFF002CUI.bed.gz","ENCFF002CUI","MAFK","HepG2","ULBP3",2
"ENCFF002CUW.bed.gz","ENCFF002CUW","TBP","HepG2","ULBP3",4
"ENCFF002CVM.bed.gz","ENCFF002CVM","ATF1","K562","ULBP3",1
"ENCFF002CVN.bed.gz","ENCFF002CVN","ATF3","K562",NA,0
"ENCFF002CVO.bed.gz","ENCFF002CVO","BACH1","K562",NA,0
"ENCFF002CVV.bed.gz","ENCFF002CVV","CEBPB","K562",NA,0
"ENCFF002CVW.bed.gz","ENCFF002CVW","FOS","K562","ULBP3",1
"ENCFF002CWC.bed.gz","ENCFF002CWC","JUN","K562","MICB",1
"ENCFF002CWC.bed.gz","ENCFF002CWC","JUN","K562","ULBP3",1
"ENCFF002CWO.bed.gz","ENCFF002CWO","ELK1","K562",NA,0
"ENCFF002CWR.bed.gz","ENCFF002CWR","GTF2B","K562",NA,0
"ENCFF002CWZ.bed.gz","ENCFF002CWZ","JUND","K562","MICB",1
"ENCFF002CWZ.bed.gz","ENCFF002CWZ","JUND","K562","ULBP3",2
"ENCFF002CXB.bed.gz","ENCFF002CXB","MAFF","K562",NA,0
"ENCFF002CXC.bed.gz","ENCFF002CXC","MAFK","K562",NA,0
"ENCFF002CXH.bed.gz","ENCFF002CXH","NFE2","K562",NA,0
"ENCFF002CYK.bed.gz","ENCFF002CYK","TBP","K562","ULBP3",2
"ENCFF002CZJ.bed.gz","ENCFF002CZJ","GATA3","MCF-7",NA,0
"ENCFF002CZK.bed.gz","ENCFF002CZK","GATA3","MCF-7",NA,0
"ENCFF002DDV.bed.gz","ENCFF002DDV","FOS","K562","MICB",1
"ENCFF002DDY.bed.gz","ENCFF002DDY","JUNB","K562","MICB",1
"ENCFF002DDZ.bed.gz","ENCFF002DDZ","JUND","K562","MICB",2
"ENCFF002DDZ.bed.gz","ENCFF002DDZ","JUND","K562","ULBP3",2
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","MICA",2
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","MICB",1
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","RAET1E",4
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","RAET1G",1
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","RAET1L",2
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","ULBP1",2
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","ULBP2",1
"ENCFF002LMY.bed.gz","ENCFF002LMY","FOS","MCF-7","ULBP3",1
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","MICA",3
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","MICB",1
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","RAET1E",2
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","RAET1G",2
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","RAET1L",3
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","ULBP1",3
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","ULBP2",1
"ENCFF003ANH.bed.gz","ENCFF003ANH","CEBPB","Ishikawa","ULBP3",1
"ENCFF003CWL.bed.gz","ENCFF003CWL","MAFF","HepG2","MICB",1
"ENCFF003CWL.bed.gz","ENCFF003CWL","MAFF","HepG2","RAET1E",1
"ENCFF003CWL.bed.gz","ENCFF003CWL","MAFF","HepG2","RAET1G",1
"ENCFF003CWL.bed.gz","ENCFF003CWL","MAFF","HepG2","ULBP1",2
"ENCFF003CWL.bed.gz","ENCFF003CWL","MAFF","HepG2","ULBP3",4
"ENCFF003DIJ.bed.gz","ENCFF003DIJ","ATF4","K562","MICA",3
"ENCFF003DIJ.bed.gz","ENCFF003DIJ","ATF4","K562","MICB",3
"ENCFF003DIJ.bed.gz","ENCFF003DIJ","ATF4","K562","ULBP1",1
"ENCFF003DIJ.bed.gz","ENCFF003DIJ","ATF4","K562","ULBP2",2
"ENCFF003LPE.bed.gz","ENCFF003LPE","RUNX1","K562",NA,0
"ENCFF003QBR.bed.gz","ENCFF003QBR","SP1","MCF-7","RAET1E",1
"ENCFF003QBR.bed.gz","ENCFF003QBR","SP1","MCF-7","RAET1L",3
"ENCFF003QBR.bed.gz","ENCFF003QBR","SP1","MCF-7","ULBP1",1
"ENCFF003QBR.bed.gz","ENCFF003QBR","SP1","MCF-7","ULBP2",1
"ENCFF003QBR.bed.gz","ENCFF003QBR","SP1","MCF-7","ULBP3",3
"ENCFF003UXM.bed.gz","ENCFF003UXM","MAFF","K562",NA,0
"ENCFF003WDM.bed.gz","ENCFF003WDM","CLOCK","MCF-7",NA,0
"ENCFF004HXL.bed.gz","ENCFF004HXL","FOSL1","K562",NA,0
"ENCFF005HSF.bed.gz","ENCFF005HSF","ATF3","HepG2","MICB",1
"ENCFF005HSF.bed.gz","ENCFF005HSF","ATF3","HepG2","RAET1L",1
"ENCFF005HSF.bed.gz","ENCFF005HSF","ATF3","HepG2","ULBP1",1
"ENCFF005YCH.bed.gz","ENCFF005YCH","CREM","HepG2","MICA",3
"ENCFF005YCH.bed.gz","ENCFF005YCH","CREM","HepG2","MICB",3
"ENCFF005YUC.bed.gz","ENCFF005YUC","MAFF","HepG2",NA,0
"ENCFF006QFD.bed.gz","ENCFF006QFD","MAFK","MCF-7","MICA",1
"ENCFF006QFD.bed.gz","ENCFF006QFD","MAFK","MCF-7","RAET1E",1
"ENCFF006QFD.bed.gz","ENCFF006QFD","MAFK","MCF-7","RAET1G",3
"ENCFF006QFD.bed.gz","ENCFF006QFD","MAFK","MCF-7","ULBP1",1
"ENCFF006QFD.bed.gz","ENCFF006QFD","MAFK","MCF-7","ULBP2",1
"ENCFF006QFD.bed.gz","ENCFF006QFD","MAFK","MCF-7","ULBP3",1
"ENCFF007UBL.bed.gz","ENCFF007UBL","SP1","MCF-7",NA,0
"ENCFF008NCW.bed.gz","ENCFF008NCW","MYBL2","K562",NA,0
"ENCFF008RBL.bed.gz","ENCFF008RBL","ATF7","K562","MICA",2
"ENCFF008RBL.bed.gz","ENCFF008RBL","ATF7","K562","ULBP1",2
"ENCFF008RBL.bed.gz","ENCFF008RBL","ATF7","K562","ULBP2",1
"ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","MICA",4
"ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","MICB",3
"ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","RAET1E",2
"ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","RAET1L",1
"ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","ULBP1",2
"ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","ULBP2",2
"ENCFF009FWE.bed.gz","ENCFF009FWE","CLOCK","MCF-7","ULBP3",3
"ENCFF009YMJ.bed.gz","ENCFF009YMJ","STAT6","HepG2","MICA",1
"ENCFF010ZQO.bed.gz","ENCFF010ZQO","ATF4","HepG2",NA,0
"ENCFF011BHF.bed.gz","ENCFF011BHF","ATF3","K562","RAET1L",1
"ENCFF011BHF.bed.gz","ENCFF011BHF","ATF3","K562","ULBP1",2
"ENCFF011EFB.bed.gz","ENCFF011EFB","RUNX1","K562","MICA",1
"ENCFF011EFB.bed.gz","ENCFF011EFB","RUNX1","K562","MICB",3
"ENCFF011EFB.bed.gz","ENCFF011EFB","RUNX1","K562","RAET1E",3
"ENCFF011EFB.bed.gz","ENCFF011EFB","RUNX1","K562","ULBP3",5
"ENCFF011GNA.bed.gz","ENCFF011GNA","NPAS2","A549",NA,0
"ENCFF011VUP.bed.gz","ENCFF011VUP","CREB1","Ishikawa","MICA",1
"ENCFF011VUP.bed.gz","ENCFF011VUP","CREB1","Ishikawa","RAET1E",1
"ENCFF011VUP.bed.gz","ENCFF011VUP","CREB1","Ishikawa","RAET1G",2
"ENCFF011VUP.bed.gz","ENCFF011VUP","CREB1","Ishikawa","RAET1L",1
"ENCFF011VUP.bed.gz","ENCFF011VUP","CREB1","Ishikawa","ULBP1",1
"ENCFF011VUP.bed.gz","ENCFF011VUP","CREB1","Ishikawa","ULBP2",2
"ENCFF011ZXF.bed.gz","ENCFF011ZXF","JUND","MCF-7","RAET1L",1
"ENCFF012GCK.bed.gz","ENCFF012GCK","JUND","SK-N-SH","MICA",1
"ENCFF012GCK.bed.gz","ENCFF012GCK","JUND","SK-N-SH","RAET1E",1
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","MICA",4
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","MICB",4
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","RAET1E",2
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","RAET1G",2
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","RAET1L",2
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","ULBP1",2
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","ULBP2",2
"ENCFF012RTC.bed.gz","ENCFF012RTC","SP1","K562","ULBP3",5
"ENCFF012UHY.bed.gz","ENCFF012UHY","ATF1","K562","MICA",1
"ENCFF012UHY.bed.gz","ENCFF012UHY","ATF1","K562","RAET1E",1
"ENCFF012UHY.bed.gz","ENCFF012UHY","ATF1","K562","ULBP1",1
"ENCFF012UHY.bed.gz","ENCFF012UHY","ATF1","K562","ULBP2",1
"ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","MICA",1
"ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","MICB",2
"ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","RAET1E",1
"ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","RAET1G",2
"ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","RAET1L",4
"ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","ULBP1",2
"ENCFF012VKK.bed.gz","ENCFF012VKK","ATF3","HepG2","ULBP3",1
"ENCFF014TJO.bed.gz","ENCFF014TJO","CEBPB","HeLa-S3","MICA",1
"ENCFF014TJO.bed.gz","ENCFF014TJO","CEBPB","HeLa-S3","RAET1E",2
"ENCFF014TJO.bed.gz","ENCFF014TJO","CEBPB","HeLa-S3","ULBP1",1
"ENCFF015ADG.bed.gz","ENCFF015ADG","RUNX1","K562","MICA",1
"ENCFF015GTP.bed.gz","ENCFF015GTP","MAFK","HepG2","MICB",1
"ENCFF015GTP.bed.gz","ENCFF015GTP","MAFK","HepG2","RAET1E",2
"ENCFF015GTP.bed.gz","ENCFF015GTP","MAFK","HepG2","RAET1G",1
"ENCFF015GTP.bed.gz","ENCFF015GTP","MAFK","HepG2","ULBP2",1
"ENCFF015GTP.bed.gz","ENCFF015GTP","MAFK","HepG2","ULBP3",2
"ENCFF015HEH.bed.gz","ENCFF015HEH","ATF3","K562","MICB",2
"ENCFF015HEH.bed.gz","ENCFF015HEH","ATF3","K562","RAET1E",2
"ENCFF015HEH.bed.gz","ENCFF015HEH","ATF3","K562","ULBP1",2
"ENCFF015HEH.bed.gz","ENCFF015HEH","ATF3","K562","ULBP3",4
"ENCFF015TCM.bed.gz","ENCFF015TCM","ATF7","MCF-7","MICA",1
"ENCFF015TCM.bed.gz","ENCFF015TCM","ATF7","MCF-7","RAET1L",1
"ENCFF015TCM.bed.gz","ENCFF015TCM","ATF7","MCF-7","ULBP1",1
"ENCFF015TCM.bed.gz","ENCFF015TCM","ATF7","MCF-7","ULBP3",1
"ENCFF015XMO.bed.gz","ENCFF015XMO","ATF3","HepG2",NA,0
"ENCFF016FWJ.bed.gz","ENCFF016FWJ","JUNB","K562","RAET1E",1
"ENCFF016FWJ.bed.gz","ENCFF016FWJ","JUNB","K562","RAET1L",1
"ENCFF016FWJ.bed.gz","ENCFF016FWJ","JUNB","K562","ULBP1",1
"ENCFF016LSH.bed.gz","ENCFF016LSH","MAFK","HepG2","RAET1E",1
"ENCFF016LSH.bed.gz","ENCFF016LSH","MAFK","HepG2","RAET1G",1
"ENCFF016LSH.bed.gz","ENCFF016LSH","MAFK","HepG2","RAET1L",1
"ENCFF016LSH.bed.gz","ENCFF016LSH","MAFK","HepG2","ULBP2",1
"ENCFF016LSH.bed.gz","ENCFF016LSH","MAFK","HepG2","ULBP3",3
"ENCFF017OFK.bed.gz","ENCFF017OFK","CEBPB","HepG2","MICA",1
"ENCFF018HXI.bed.gz","ENCFF018HXI","JDP2","HepG2",NA,0
"ENCFF019PEL.bed.gz","ENCFF019PEL","ELK1","K562",NA,0
"ENCFF019USC.bed.gz","ENCFF019USC","MAFF","HeLa-S3",NA,0
"ENCFF020RCX.bed.gz","ENCFF020RCX","GATA3","MCF-7",NA,0
"ENCFF020TWU.bed.gz","ENCFF020TWU","TBP","HepG2","MICA",3
"ENCFF020TWU.bed.gz","ENCFF020TWU","TBP","HepG2","MICB",1
"ENCFF021INF.bed.gz","ENCFF021INF","NFE2L2","HepG2",NA,0
"ENCFF021RKC.bed.gz","ENCFF021RKC","DDIT3","K562","MICA",2
"ENCFF021RKC.bed.gz","ENCFF021RKC","DDIT3","K562","MICB",1
"ENCFF021RKC.bed.gz","ENCFF021RKC","DDIT3","K562","ULBP1",1
"ENCFF021UIJ.bed.gz","ENCFF021UIJ","JUND","T47D",NA,0
"ENCFF021XJN.bed.gz","ENCFF021XJN","CREM","K562","MICA",3
"ENCFF021XJN.bed.gz","ENCFF021XJN","CREM","K562","MICB",1
"ENCFF021XJN.bed.gz","ENCFF021XJN","CREM","K562","RAET1E",1
"ENCFF021XJN.bed.gz","ENCFF021XJN","CREM","K562","ULBP1",1
"ENCFF021XJN.bed.gz","ENCFF021XJN","CREM","K562","ULBP2",1
"ENCFF022KBK.bed.gz","ENCFF022KBK","CEBPB","K562","MICA",1
"ENCFF022KBK.bed.gz","ENCFF022KBK","CEBPB","K562","ULBP1",1
"ENCFF022SPK.bed.gz","ENCFF022SPK","SP1","HepG2","MICA",1
"ENCFF022UGZ.bed.gz","ENCFF022UGZ","NFE2","K562","MICA",3
"ENCFF022UGZ.bed.gz","ENCFF022UGZ","NFE2","K562","MICB",1
"ENCFF022UGZ.bed.gz","ENCFF022UGZ","NFE2","K562","ULBP2",1
"ENCFF022UGZ.bed.gz","ENCFF022UGZ","NFE2","K562","ULBP3",1
"ENCFF023EDF.bed.gz","ENCFF023EDF","CREM","HepG2",NA,0
"ENCFF023IFO.bed.gz","ENCFF023IFO","NFE2","K562","MICA",1
"ENCFF023QQL.bed.gz","ENCFF023QQL","ARNT2","HepG2","MICB",2
"ENCFF023QQL.bed.gz","ENCFF023QQL","ARNT2","HepG2","ULBP1",2
"ENCFF025SMR.bed.gz","ENCFF025SMR","CLOCK","MCF-7","MICA",2
