gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACRV1,2.9697746833657948,-1.2370733899277047,1.851751560251903,-0.6680558107694637,0.5040979675899688,1
ACSBG1,2.022165102216419,0.3837645825575346,1.7588438109598383,0.2181913937816378,0.8272799903195315,1
ACSF2,190.09873251225167,0.2175664088309807,0.456055005806017,0.4770617711924043,0.6333181358526292,1
ACSF3,384.3275147481808,-0.15241002573223514,0.20948424879303465,-0.7275488568250902,0.4668897974355423,1
ACSL1,547.2234328922183,0.4499818541210907,0.3422289784517116,1.3148560830729974,0.18855827476033052,1
ACSL3,615.5351001929412,0.24276391221235905,0.27916486020891046,0.8696077007352891,0.3845148279699002,1
ACSL4,1418.9527640560098,0.5625111777787737,0.31718093355337273,1.773470969635439,0.07615069817970396,1
ACSL5,1820.9095886984828,0.35197003777861424,0.30512515916972566,1.1535267650047538,0.24869423831412302,1
ACSL6,651.259288974342,0.3901014676724251,0.8890133946620483,0.4388026884799854,0.6608045121087565,1
ACSM2A,4.91825685364637,2.386475908002163,1.5222992454599482,1.5676785724748306,0.1169561648017538,1
ACSM2B,1.5425469217799201,0,2.7181230783325376,0,1,1
ACSM3,34.55054043921019,-0.4105031955312958,0.6740129811726795,-0.6090434561320808,0.5424956351105644,1
ACSS1,1388.647830292438,-0.008747856541285388,0.43379333940898535,-0.020165954030561564,0.9839109871074985,1
ACSS2,193.21460527623196,0.6928869261788192,0.4777346981505414,1.450359224191164,0.14695837164099415,1
ACTA2,310.49493328917424,-0.10574838836307345,0.6389186566439587,-0.16551150488942815,0.8685413951259107,1
ACTA2-AS1,1.4206882484042225,-1.9184656976843546,2.6223400637546725,-0.7315853974093242,0.464421663761592,1
ACTB,233115.72471715647,-0.11211354565182632,0.3476126368554266,-0.32252436696786363,0.7470554810067802,1
ACTBP2,1.7490056716876188,0.4679126989731616,1.9433105283218322,0.24078122984144637,0.8097246781057519,1
ACTG1,81415.60354115866,0.26344171934858973,0.32390951461303213,0.8133188667314019,0.41603526271783087,1
ACTG1P1,0.5394769768053432,1.4947194592783242,3.485338113502233,0.42885924137109305,0.6680256634242568,1
ACTG1P10,1.3732711504444919,0.5959107154889697,1.9851133510884866,0.30018976758290256,0.7640324096554395,1
ACTG1P14,0.8467015335031454,-0.13478573057291046,2.983567521136268,-0.045176028234004365,0.963967001435847,1
ACTG1P17,2.797622070635465,-0.005151120010325293,1.1423814734875597,-0.004509106747503103,0.9964022655347085,1
ACTG1P2,0.7740088597592755,-1.015113479108321,2.788972900436741,-0.36397394859927057,0.7158774630738856,1
ACTG1P20,0.8669578911843705,-0.9297936605511878,3.422118537823633,-0.27170118459499926,0.7858517903723354,1
ACTG1P25,3.0584459907996826,0.4711555243341693,1.443597559738338,0.3263759495545071,0.7441399316313908,1
ACTG1P3,0.9476250922629617,-2.510578078108975,2.979694397366547,-0.8425622709254422,0.39947329942914583,1
ACTG2,7.608490145600362,0.5828455870614283,1.8828897440191426,0.30954844218191396,0.7569043687459264,1
ACTL10,134.12953931836748,-0.4655137741181724,0.31168301329689957,-1.4935487474729283,0.13529360396161338,1
ACTL6A,1412.7153044544418,0.32479377372141305,0.27778681628424046,1.1692195406029404,0.2423151902524728,1
ACTL8,1.587834734768603,0,2.48051591513743,0,1,1
ACTMAP,194.9748033734569,-0.2649424129886733,0.40358776716003686,-0.6564678975604686,0.5115231163141732,1
ACTN1,1812.7646661571891,-0.4860629866305967,0.7396742412608553,-0.6571311524949813,0.5110965894886755,1
ACTN3,6.432934067598037,1.170604825307298,1.6837175734222576,0.69525010832308,0.4868985748882441,1
ACTN4,7024.586306245587,-0.5877898453231052,0.39402790498163426,-1.4917467465927374,0.13576554926289877,1
ACTR10,181.67164316471923,0.49256299116113333,0.4760615242709515,1.0346624670318663,0.30082657012193026,1
ACTR1A,2365.239833444715,-0.0816682063599565,0.21869703935282958,-0.3734307816952157,0.7088278532602176,1
ACTR1B,1654.5199803816342,0.14464771009703045,0.23305119326934995,0.620669253256529,0.534817263496431,1
ACTR2,12083.023326720766,0.395571763596011,0.1893909596479693,2.0886517726679275,0.03673908110676768,1
ACTR3,9855.452877578036,0.535978825728833,0.19615093468995345,2.7324816299041834,0.006285917673391236,1
ACTR3-AS1,9.890204140681364,0.04101845142434403,0.6751682032223291,0.06075293716229241,0.9515559717466003,1
ACTR3B,128.53616638407732,-0.11481283676615232,0.4982235616302297,-0.23044441413102784,0.8177464521887696,1
ACTR3C,16.705718914784967,0.5910726369934225,0.557465915637822,1.0602848002234353,0.2890150520806523,1
ACTR5,282.76630342053636,0.21338845178311291,0.26622981628202397,0.8015197349535979,0.422830823787554,1
ACTR6,425.40698740181193,0.3735482298941324,0.20755875817200303,1.7997228022754628,0.07190441875512524,1
ACTR8,495.23088840969154,0.17114589195564567,0.20068537341000073,0.852807003557724,0.39376633945262113,1
