File	TF	CellLine	Assay	Target	Lab	OutputType
ENCFF071LQE	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF072UGS	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF073ACH	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF073TFX	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF074NPF	MYC	A549	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF075FNW	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF075ZQI	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF076ZYI	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF077ATS	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF077PGA	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF077UVX	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF078OUD	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF079YUZ	TP53	HepG2	TF ChIP-seq	TP53-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF080AEE	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF080JCI	STAT3	HeLa-S3	TF ChIP-seq	STAT3-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF080TQH	CEBPB	HCT116	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF081PPZ	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF081YHC	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF083FTH	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF083XOF	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF084AFZ	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF085MCZ	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF085MZN	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF085QRM	CREB1	Ishikawa	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF085SSV	SRF	Ishikawa	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF086RZQ	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF086TAD	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF087EVW	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF087QHE	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF087VGU	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF088BPM	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF088MNI	SRF	Ishikawa	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF088MWJ	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF089MLX	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF089SVR	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF091MQJ	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF091VGF	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF092WIR	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF093MCK	STAT3	HeLa-S3	TF ChIP-seq	STAT3-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF093TVZ	CEBPB	MCF-7	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF096ENW	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF096VAL	SP1	MCF-7	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF097OWQ	SRF	HCT116	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF097OXR	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF099AQK	SP1	MCF-7	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF099DCF	SREBF1	K562	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF099EFN	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF099SDW	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF100GRL	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF101DBG	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF101SEZ	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF102KGE	RXRA	SK-N-SH	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF103ESU	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF103JQF	RXRB	HepG2	TF ChIP-seq	RXRB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF103YYW	E2F1	MCF-7	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF104VFF	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF105TFM	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF105XMS	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF106DAY	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF106JLZ	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF106NTS	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF106RGY	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF107JDJ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF107JLW	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF108ACN	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF109DFC	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF110ELV	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF110OZO	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF110VMS	SREBF1	A549	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF111NSP	E2F1	HeLa-S3	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF111QMF	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF112JIR	CREB1	Ishikawa	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF113FPH	RXRA	SK-N-SH	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF113GYB	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF113KOQ	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF113UQR	SRF	MCF-7	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF114VAI	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF115EBF	SRF	MCF-7	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF115ESP	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF115KRO	E2F1	MCF-7	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF115MRG	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF117IEQ	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF117JKS	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF117OUO	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF117VKA	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF118JNU	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF118UAU	SRF	HepG2	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF118VTU	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF120CFE	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF120GVJ	E2F1	HeLa-S3	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF120IMP	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF121PUN	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF121SXP	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF122BCQ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF123ECM	MYC	NB4	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF124QHJ	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF127HAK	CEBPB	Ishikawa	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF127RVQ	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF128EAB	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF128RAJ	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF129BKD	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF130MLE	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF130PSN	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF131ETR	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF131TYZ	SRF	MCF-7	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF132IBT	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF134BOD	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF134CPX	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	pseudoreplicated IDR thresholded peaks
ENCFF134JLR	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF134KWO	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF135MBB	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF139ESP	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF139SRI	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF140VZF	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF141BNU	SP1	MCF-7	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF141JYN	RXRA	HepG2	TF ChIP-seq	RXRA-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF142BHB	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF142LVN	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF143EHM	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF144LSV	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF144OQR	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF146NOI	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF146NTX	POU5F1	K562	TF ChIP-seq	POU5F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF147DAN	CEBPB	Ishikawa	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF148EKP	ATF4	HepG2	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF149BIS	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF149ZWX	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF151YML	TCF3	HepG2	TF ChIP-seq	TCF3-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF152LKE	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF153LKX	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF154NAC	SP1	A549	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF154VTV	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF155LGO	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF156LPG	TCF12	Ishikawa	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF157DSR	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF157SQN	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF159DOB	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF159IZZ	SRF	HCT116	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF159RHZ	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF160PSX	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF161PGD	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF161RTC	CEBPB	Ishikawa	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF162CMX	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF163FRZ	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF164SFN	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF164TFW	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF165VLE	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF166EQU	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF166VYN	CEBPB	Ishikawa	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF166XNP	RXRB	HepG2	TF ChIP-seq	RXRB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF167JLX	CREB1	MCF-7	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF167LQI	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF167TAU	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF168KBY	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF168VDC	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF169XBF	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF169XUE	TCF4	SK-N-SH	TF ChIP-seq	TCF4-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF170GAA	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF170OUN	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF170RIC	E2F1	HeLa-S3	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF171NEU	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF172LAV	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF172NAU	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF172WTW	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF173QBJ	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF174YEH	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF175FAX	MYC	HepG2	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF175VXL	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF176AUI	CEBPB	A549	TF ChIP-seq	CEBPB-human	Tim Reddy, Duke	peaks
ENCFF181EXX	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF181YGP	SREBF1	MCF-7	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF182ARF	MYC	MCF-7	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF182BYO	SP1	HCT116	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF182MNO	ATF4	K562	TF ChIP-seq	ATF4-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF183BTT	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF184KHN	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF185DGL	SPI1	K562	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF186ZET	CREB1	A549	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	pseudoreplicated IDR thresholded peaks
ENCFF188HUU	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF188PLT	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF189ZQR	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF190CLO	SP1	HepG2	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF190IKA	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF192IVD	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF193LLN	CREB1	K562	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF193MKL	SP1	MCF-7	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF194MEG	SP1	K562	TF ChIP-seq	SP1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF196DHT	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF196UZE	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF196VRG	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF197SWC	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF198LWT	CEBPB	Ishikawa	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF199PBO	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF199SKV	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF199TNN	SRF	K562	TF ChIP-seq	SRF-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF202LMH	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF202LYD	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF204LDT	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF206BMO	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF206UIN	RUNX1	K562	TF ChIP-seq	RUNX1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF207AUR	TAL1	K562	TF ChIP-seq	TAL1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF207MUN	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF208AQB	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF208MYK	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF210DMP	GATA4	HepG2	TF ChIP-seq	GATA4-human	ENCODE Processing Pipeline	optimal IDR thresholded peaks
ENCFF210XCC	FOXO1	HepG2	TF ChIP-seq	FOXO1-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF211FZZ	CEBPA	HepG2	TF ChIP-seq	CEBPA-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF212BQE	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF214RQX	SPI1	HL-60	TF ChIP-seq	SPI1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF214YSD	CEBPB	A549	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF216ARN	TCF12	HepG2	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF216SKP	MYC	K562	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF217QMA	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	conservative IDR thresholded peaks
ENCFF217UNF	CEBPB	HepG2	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF218RJK	E2F1	K562	TF ChIP-seq	E2F1-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF219BPE	SREBF1	HepG2	TF ChIP-seq	SREBF1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF220UJA	CEBPB	K562	TF ChIP-seq	CEBPB-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF221DBR	CREB1	HepG2	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF221VCF	TP53	HepG2	TF ChIP-seq	TP53-human	ENCODE Processing Pipeline	IDR thresholded peaks
ENCFF222FWT	TCF12	SK-N-SH	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF223LFM	RARA	HepG2	TF ChIP-seq	RARA-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF223ZVT	TCF12	K562	TF ChIP-seq	TCF12-human	ENCODE Processing Pipeline	peaks and background as input for IDR
ENCFF224GRD	CREB1	Ishikawa	TF ChIP-seq	CREB1-human	ENCODE Processing Pipeline	IDR ranked peaks
ENCFF224GZD	MYC	HeLa-S3	TF ChIP-seq	MYC-human	ENCODE Processing Pipeline	peaks and background as input for IDR
